"Pais","Regiao","Ano","Populacao","ExpectativaVida","PIB","PIB_Capita","Fertilidade","Pobreza"
"United Kingdom","Europe & Central Asia",2009,62276270,80.0512195121951,2314577036921.64,36361.8846856437,1.89,NA
"Grenada","Latin America & Caribbean",2010,104677,72.567512195122,771015888.888889,10951.8841081545,2.24,NA
"Grenada","Latin America & Caribbean",2009,104298,72.3300731707317,771278111.111111,10914.8582820379,2.261,NA
"Grenada","Latin America & Caribbean",2012,105476,73.0022682926829,799882148.148148,11252.5568168313,2.194,NA
"Grenada","Latin America & Caribbean",2011,105070,72.7934146341464,778648666.666667,11221.3623353168,2.217,NA
"Georgia","Europe & Central Asia",2010,3926000,74.0024390243902,11638536890.5347,6597.5685567345,1.82,38.62
"Georgia","Europe & Central Asia",2011,3875000,74.1820487804878,14434619982.2117,7315.0908976643,1.822,36.84
"Georgia","Europe & Central Asia",2012,3825000,74.3527073170732,15846474595.773,8026.50712956533,1.82,34.56
"Georgia","Europe & Central Asia",2009,3978000,73.8154146341463,10766809099.0721,6054.18918025573,1.809,35.76
"Ghana","Sub-Saharan Africa",2010,24317734,60.6099756097561,32174772955.9748,3021.48497625548,4.272,NA
"Ghana","Sub-Saharan Africa",2012,25544565,60.9770243902439,41939728978.7281,3726.64393911061,4.238,NA
"Ghana","Sub-Saharan Africa",2011,24928503,60.808,39566292432.8615,3430.85738867292,4.258,NA
"Ghana","Sub-Saharan Africa",2009,23713164,60.3554634146342,25977847813.7422,2837.0142410633,4.285,NA
"Gibraltar","Europe & Central Asia",2009,30407,NA,NA,NA,NA,NA
"Gibraltar","Europe & Central Asia",2010,30732,NA,NA,NA,NA,NA
"Gibraltar","Europe & Central Asia",2012,31402,NA,NA,NA,NA,NA
"Gibraltar","Europe & Central Asia",2011,31067,NA,NA,NA,NA,NA
"Greenland","Europe & Central Asia",2011,56890,71.0624390243902,2503747856.84595,NA,2.117,NA
"Greenland","Europe & Central Asia",2012,56810,71.3092682926829,2356004770.79887,NA,2.019,NA
"Greenland","Europe & Central Asia",2009,56323,70.4678048780488,2314737666.79517,NA,2.359,NA
"Greenland","Europe & Central Asia",2010,56905,70.8570731707317,2287220565.1596,NA,2.195,NA
"Gambia, The","Sub-Saharan Africa",2011,1749099,59.5605853658537,904256643.415984,1532.49400351483,5.789,NA
"Gambia, The","Sub-Saharan Africa",2012,1807108,59.7781463414634,912569686.7859,1599.1796159408,5.775,NA
"Gambia, The","Sub-Saharan Africa",2010,1693002,59.3406097560976,952429030.415536,1621.43160048143,5.796,NA
"Gambia, The","Sub-Saharan Africa",2009,1638899,59.1077804878049,900639747.939529,1553.39443887282,5.798,NA
"Guinea","Sub-Saharan Africa",2010,11012406,56.3050487804878,4735956493.06479,1147.08498591832,5.337,NA
"Guinea","Sub-Saharan Africa",2012,11628767,57.6376341463415,5667229758.9878,1219.54715182902,5.175,68.65
"Guinea","Sub-Saharan Africa",2011,11316351,57.0005365853659,5067360009.39196,1183.85584627942,5.256,NA
"Guinea","Sub-Saharan Africa",2009,10715770,55.5561463414634,4609923756.18485,1142.4936358267,5.417,NA
"Equatorial Guinea","Sub-Saharan Africa",2010,728710,55.971,12709498548.489,36389.8480611381,5.176,NA
"Equatorial Guinea","Sub-Saharan Africa",2012,773729,56.8902682926829,18011041667.1319,38416.1635186061,5.011,NA
"Equatorial Guinea","Sub-Saharan Africa",2011,750918,56.4468292682927,17229758159.783,36754.8104741979,5.095,NA
"Equatorial Guinea","Sub-Saharan Africa",2009,707155,55.4771951219512,10219467607.3829,38519.9873963727,5.253,NA
"Greece","Europe & Central Asia",2011,11104899,80.7317073170732,287779921184.32,26626.4600462408,1.4,NA
"Greece","Europe & Central Asia",2012,11045011,80.6341463414634,245670666639.047,25980.0865157009,1.35,NA
"Greece","Europe & Central Asia",2010,11121341,80.3878048780488,299379400264.901,28981.4183412436,1.47,NA
"Greece","Europe & Central Asia",2009,11107017,80.1878048780488,330000252153.376,30652.2120897201,1.49,NA
"Guatemala","Latin America & Caribbean",2009,14418033,70.5475365853659,37733609938.8925,6410.63771207335,3.501,NA
"Guatemala","Latin America & Caribbean",2010,14732261,70.7754634146341,41338008617.1119,6532.75761376872,3.434,NA
"Guatemala","Latin America & Caribbean",2011,15049280,71.0104146341463,47654783850.6388,6798.84273368398,3.373,26.47
"Guatemala","Latin America & Caribbean",2012,15368759,71.2493902439025,50388460920.182,6981.50684408022,3.317,NA
"Guam","East Asia & Pacific",2010,159440,78.1008780487805,NA,NA,2.472,NA
"Guam","East Asia & Pacific",2011,160858,78.3595853658537,NA,NA,2.448,NA
"Guam","East Asia & Pacific",2009,158621,77.8395609756098,NA,NA,2.498,NA
"Guam","East Asia & Pacific",2012,162807,78.617512195122,NA,NA,2.427,NA
"Guinea-Bissau","Sub-Saharan Africa",2009,1596832,53.4766341463415,825796952.682917,1258.31975553077,5.148,NA
"Guinea-Bissau","Sub-Saharan Africa",2011,1673509,54.1594146341464,1105497903.79842,1416.31177732793,5.033,NA
"Guinea-Bissau","Sub-Saharan Africa",2010,1634196,53.8143658536585,847491366.890874,1299.72630061008,5.091,83.59
"Guinea-Bissau","Sub-Saharan Africa",2012,1714620,54.503512195122,995582730.590756,1382.50433559991,4.972,NA
"Guyana","Latin America & Caribbean",2009,750749,65.957,2025565089.48272,5381.98036259195,2.715,NA
"Guyana","Latin America & Caribbean",2010,753362,66.0427073170732,2259288396.24467,5666.10456163492,2.68,NA
"Guyana","Latin America & Caribbean",2011,755883,66.1291463414634,2576602497.33479,6077.18603798605,2.647,NA
"Guyana","Latin America & Caribbean",2012,758410,66.2172682926829,2851154075.95385,6465.61262817204,2.615,NA
"Hong Kong SAR, China","East Asia & Pacific",2011,7071600,83.4219512195122,248513617677.287,50085.9593288483,1.204,NA
"Hong Kong SAR, China","East Asia & Pacific",2012,7154600,83.4804878048781,262629441493.476,51274.0603140027,1.285,NA
"Hong Kong SAR, China","East Asia & Pacific",2009,6972800,82.7756097560976,214046415026.187,43935.6928282274,1.055,NA
"Hong Kong SAR, China","East Asia & Pacific",2010,7024200,82.9780487804878,228637697575.04,47134.560848342,1.127,NA
"Honduras","Latin America & Caribbean",2009,7383098,72.2172195121951,14587496229.1811,4113.0305006327,2.802,26.82
"Honduras","Latin America & Caribbean",2011,7621414,72.5727317073171,17710315005.9999,4433.71931027629,2.599,32.67
"Honduras","Latin America & Caribbean",2010,7503875,72.3939756097561,15839344591.9842,4249.09310308345,2.695,29.11
"Honduras","Latin America & Caribbean",2012,7736131,72.7550243902439,18528601901.324,4632.09510795154,2.514,37.26
"Croatia","Europe & Central Asia",2012,4267558,76.9243902439024,56485301967.4205,21016.0187293145,1.51,NA
"Croatia","Europe & Central Asia",2010,4417781,76.4756097560976,59680624422.3702,18981.9956442935,1.55,0.05
"Croatia","Europe & Central Asia",2011,4280622,76.7756097560976,62249565358.9878,20571.2752844948,1.48,0
"Croatia","Europe & Central Asia",2009,4429078,76.1682926829268,62703095750.5257,19393.1114143786,1.58,0.08
"Haiti","Latin America & Caribbean",2011,10144890,61.6451951219512,7516834160.25277,1562.30412930488,3.245,NA
"Haiti","Latin America & Caribbean",2009,9852953,60.8222195121951,6584649419.28348,1561.37425579339,3.408,NA
"Haiti","Latin America & Caribbean",2012,10288828,62.0333902439024,7890216507.68913,1614.08582057792,3.169,70.99
"Haiti","Latin America & Caribbean",2010,9999617,61.2401219512195,6622541528.56888,1471.64864918954,3.325,NA
"Hungary","Europe & Central Asia",2010,10000023,74.2073170731707,130093753005.675,21576.7069453107,1.25,0
"Hungary","Europe & Central Asia",2011,9971727,74.8585365853659,139930994006.615,22603.2027174727,1.23,0
"Hungary","Europe & Central Asia",2012,9920362,75.0634146341463,127176184359.093,22701.4502235308,1.34,0
"Hungary","Europe & Central Asia",2009,10022650,73.9048780487805,129774040645.107,20860.557155575,1.32,0
"Indonesia","East Asia & Pacific",2009,238465165,67.9576341463415,539580085612.401,7815.7071303618,2.51,NA
"Indonesia","East Asia & Pacific",2010,241613126,68.1471951219512,755094157594.527,8294.0543496696,2.513,46.3
"Indonesia","East Asia & Pacific",2011,244808254,68.3343902439024,892969104529.574,8870.28418891497,2.509,NA
"Indonesia","East Asia & Pacific",2012,248037853,68.5195609756098,917869913364.916,9453.69822832478,2.5,41.67
"Ireland","Europe & Central Asia",2009,4535375,80.190243902439,235387174076.132,41866.4993329051,2.06,NA
"Ireland","Europe & Central Asia",2010,4560155,80.7439024390244,220076114437.086,43249.5594490708,2.05,NA
"Ireland","Europe & Central Asia",2011,4576794,80.7463414634146,241784795802.057,45673.5345036199,2.03,NA
"Ireland","Europe & Central Asia",2012,4586897,80.8951219512195,224652132155.012,46063.3445925379,2.01,NA
"Israel","Middle East & North Africa",2009,7485600,81.4048780487805,208068814688.605,27558.1879505678,2.96,NA
"Israel","Middle East & North Africa",2011,7765800,81.6560975609756,261764344205.025,30574.2523577465,2.98,NA
"Israel","Middle East & North Africa",2010,7623600,81.6024390243903,234321743781.76,28900.9197381996,3.03,NA
"Israel","Middle East & North Africa",2012,7910500,81.7048780487805,259613579190.332,31993.6238427527,3.05,NA
"Isle of Man","Europe & Central Asia",2011,85069,NA,6066057183.24473,NA,NA,NA
"Isle of Man","Europe & Central Asia",2009,83548,NA,5047757847.85311,NA,NA,NA
"Isle of Man","Europe & Central Asia",2012,85779,NA,6432879504.49094,NA,NA,NA
"Isle of Man","Europe & Central Asia",2010,84327,NA,5420291954.71889,NA,NA,NA
"India","South Asia",2010,1230984504,66.5061463414634,1708458876829.92,4315.44004631179,2.622,NA
"India","South Asia",2011,1247446011,66.9041707317073,1815865716201.58,4634.94516234712,2.563,58.01
"India","South Asia",2009,1214182182,66.1026341463415,1365371474048.19,3920.16054160619,2.687,67.92
"India","South Asia",2012,1263589639,67.2898780487805,1824960308640.71,4921.84230808602,2.51,NA
"Iraq","Middle East & North Africa",2009,29970634,68.3199268292683,111660855042.735,11875.0141777195,4.653,NA
"Iraq","Middle East & North Africa",2011,31867758,68.7097073170732,185749664444.444,13203.0477987986,4.654,NA
"Iraq","Middle East & North Africa",2010,30868156,68.4901219512195,138516722649.573,12417.7696665771,4.659,NA
"Iraq","Middle East & North Africa",2012,32957622,68.9497317073171,218000986222.639,14813.5649123457,4.637,NA
"Iran, Islamic Rep.","Middle East & North Africa",2010,74253373,73.9831707317073,467790215915.476,17163.0792678197,1.765,NA
"Iran, Islamic Rep.","Middle East & North Africa",2012,76156975,74.7993414634146,587209369682.67,16853.7828153936,1.742,NA
"Iran, Islamic Rep.","Middle East & North Africa",2011,75184322,74.4125853658537,592037800186.865,17949.2444238935,1.755,NA
"Iran, Islamic Rep.","Middle East & North Africa",2009,73370982,73.5341707317073,398978104575.331,16100.8915095883,1.772,3.05
"Iceland","Europe & Central Asia",2012,320716,82.9170731707317,14194519025.2641,40278.3870438051,2.04,NA
"Iceland","Europe & Central Asia",2009,318499,81.7512195121951,12855269883.7902,39912.2712141369,2.23,NA
"Iceland","Europe & Central Asia",2011,319014,82.3585365853659,14665358676.7166,39557.9356463221,2.02,NA
"Iceland","Europe & Central Asia",2010,318041,81.8975609756098,13236887873.0516,38615.3391912455,2.2,NA
"Italy","Europe & Central Asia",2011,59379449,82.1878048780488,2276150874756.74,35870.7137716038,1.44,NA
"Italy","Europe & Central Asia",2012,59539717,82.2390243902439,2072823111961.1,35899.7799658795,1.43,NA
"Italy","Europe & Central Asia",2009,59095365,81.6365853658537,2185160158794.11,34142.338499387,1.45,NA
"Italy","Europe & Central Asia",2010,59277417,82.0365853658537,2125184794172.19,34714.5268552022,1.46,NA
"Channel Islands","Europe & Central Asia",2011,160489,80.169512195122,NA,NA,1.444,NA
"Channel Islands","Europe & Central Asia",2009,158613,79.8327073170732,NA,NA,1.43,NA
"Channel Islands","Europe & Central Asia",2012,161336,80.3186585365854,NA,NA,1.451,NA
"Channel Islands","Europe & Central Asia",2010,159583,80.0103658536585,NA,NA,1.436,NA
"Jamaica","Latin America & Caribbean",2010,2690824,74.8474878048781,13190512703.1357,8196.27942996631,2.174,NA
"Jamaica","Latin America & Caribbean",2011,2699838,75.086243902439,14396816914.4981,8481.24597356818,2.136,NA
"Jamaica","Latin America & Caribbean",2012,2707805,75.2998292682927,14746420946.1737,8560.08713224613,2.102,NA
"Jamaica","Latin America & Caribbean",2009,2681386,74.5840487804878,12037473160.8091,8248.70201069681,2.213,NA
"Jordan","Middle East & North Africa",2010,6517912,73.4358292682927,26425379436.6197,10229.9175071294,3.553,1.99
"Jordan","Middle East & North Africa",2011,6760371,73.5918536585366,28840263380.2817,10324.4466860552,3.533,NA
"Jordan","Middle East & North Africa",2009,6266865,73.2782926829268,23818322957.7465,10271.3186099481,3.57,NA
"Jordan","Middle East & North Africa",2012,6994451,73.7464146341464,30937277605.6338,10432.1751002933,3.505,NA
"Japan","East Asia & Pacific",2012,127561489,83.0960975609756,5957250118648.75,35735.6167173084,1.41,NA
"Japan","East Asia & Pacific",2009,128047000,82.9314634146342,5035141567658.9,31857.372226654,1.37,NA
"Japan","East Asia & Pacific",2011,127817277,82.5912195121951,5908989186412.22,34335.304019806,1.39,NA
"Japan","East Asia & Pacific",2010,128070000,82.8426829268293,5498717815809.77,33760.9768142973,1.39,NA
"Kenya","Sub-Saharan Africa",2010,40328313,58.7186097560976,39999659233.7555,2487.22455217034,4.629,NA
"Kenya","Sub-Saharan Africa",2012,42542978,60.2727804878049,50410164013.5527,2718.98645948051,4.481,NA
"Kenya","Sub-Saharan Africa",2011,41419954,59.5342195121951,41953433591.4101,2622.73016894886,4.556,NA
"Kenya","Sub-Saharan Africa",2009,39269988,57.8004390243903,37021512048.8158,2327.84336901885,4.7,NA
"Kyrgyz Republic","Europe & Central Asia",2012,5607200,70.0024390243902,6605139933.41063,2922.70287320038,3.2,19.98
"Kyrgyz Republic","Europe & Central Asia",2011,5514600,69.6024390243903,6197766118.59856,2920.6032099095,3.1,19.29
"Kyrgyz Republic","Europe & Central Asia",2010,5447900,69.3,4794357795.07139,2733.72933718566,3.1,21.67
"Kyrgyz Republic","Europe & Central Asia",2009,5383300,69.1024390243903,4690062255.12247,2746.10265504845,2.9,24.8
"Cambodia","East Asia & Pacific",2009,14144337,65.8444634146342,10401851850.6108,2331.42530851806,2.947,41.93
"Cambodia","East Asia & Pacific",2012,14832255,67.3288780487805,14038383450.186,2846.65744469837,2.739,37
"Cambodia","East Asia & Pacific",2011,14593099,66.8728780487805,12829541141.0127,2648.65001849867,2.804,43.25
"Cambodia","East Asia & Pacific",2010,14363586,66.3856585365854,11242275198.9783,2462.45278970169,2.875,42.36
"Kiribati","East Asia & Pacific",2009,100566,65.1834390243903,127125253.470597,1635.1308710935,3.859,NA
"Kiribati","East Asia & Pacific",2011,104662,65.4406341463415,172253739.040743,1659.29395249824,3.822,NA
"Kiribati","East Asia & Pacific",2010,102648,65.3027804878049,150431113.557145,1613.41844984056,3.843,NA
"Kiribati","East Asia & Pacific",2012,106620,65.5960731707317,174984468.834127,1705.43918398277,3.796,NA
"Comoros","Sub-Saharan Africa",2012,733661,62.5829756097561,550476566.060452,1379.71598734093,4.628,NA
"Comoros","Sub-Saharan Africa",2009,681845,61.4441951219512,514788082.336952,1306.44000923569,4.813,NA
"Comoros","Sub-Saharan Africa",2010,698695,61.830512195122,516962886.786662,1318.89589092466,4.755,NA
"Comoros","Sub-Saharan Africa",2011,715972,62.212756097561,566024620.528183,1347.79775321118,4.693,NA
"St. Kitts and Nevis","Latin America & Caribbean",2012,53650,NA,731919888.888889,20442.6292004251,NA,NA
"St. Kitts and Nevis","Latin America & Caribbean",2011,52998,NA,728050629.62963,20571.9701241134,NA,NA
"St. Kitts and Nevis","Latin America & Caribbean",2010,52352,NA,692457407.407407,20064.4258866151,NA,NA
"St. Kitts and Nevis","Latin America & Caribbean",2009,51717,NA,708891296.296296,20734.8268306064,NA,NA
"Korea, Rep.","East Asia & Pacific",2012,50004441,81.2134146341464,1222807195712.49,32222.59394254,1.297,NA
"Korea, Rep.","East Asia & Pacific",2009,49182038,80.2973170731707,901934953364.711,28392.7563625682,1.149,NA
"Korea, Rep.","East Asia & Pacific",2011,49779440,80.9670731707317,1202463682633.85,31327.1268995123,1.244,NA
"Korea, Rep.","East Asia & Pacific",2010,49410366,80.5512195121951,1094499338702.72,30465.2450528476,1.226,NA
"Kuwait","Middle East & North Africa",2012,3419581,74.3518536585366,174070025008.932,78492.3968461194,2.209,NA
"Kuwait","Middle East & North Africa",2011,3239181,74.233512195122,154027536231.884,76308.5907116231,2.279,NA
"Kuwait","Middle East & North Africa",2010,3059473,74.1166341463415,115419050942.08,72204.3813019722,2.353,NA
"Kuwait","Middle East & North Africa",2009,2881243,74.0061951219512,105899930507.297,77582.1493005466,2.423,NA
"Cayman Islands","Latin America & Caribbean",2011,56580,NA,NA,49902.1465489682,NA,NA
"Cayman Islands","Latin America & Caribbean",2012,57522,NA,NA,NA,NA,NA
"Cayman Islands","Latin America & Caribbean",2009,54285,NA,NA,NA,NA,NA
"Cayman Islands","Latin America & Caribbean",2010,55509,NA,NA,NA,NA,NA
"Kazakhstan","Europe & Central Asia",2009,16092701,68.4292682926829,115308661142.927,19162.9357074856,2.55,2.53
"Kazakhstan","Europe & Central Asia",2010,16321581,68.2953658536585,148047348240.643,20521.0984885494,2.6,1.61
"Kazakhstan","Europe & Central Asia",2011,16556600,68.98,200379345222.506,22134.0921108481,2.59,0.71
"Kazakhstan","Europe & Central Asia",2012,16791425,69.61,215902443457.121,23248.9925905127,2.62,0.43
"Lao PDR","East Asia & Pacific",2009,6153153,63.8510487804878,5832915387.08908,3616.21591658171,3.368,NA
"Lao PDR","East Asia & Pacific",2010,6260544,64.3336341463415,7181441139.89806,3904.35715083399,3.293,NA
"Lao PDR","East Asia & Pacific",2012,6473050,65.248512195122,9359185244.24597,4580.94739748603,3.138,63.28
"Lao PDR","East Asia & Pacific",2011,6366909,64.7981219512195,8283218733.60768,4233.38124754279,3.215,NA
"Lebanon","Middle East & North Africa",2012,4924257,78.9084634146342,43205095854.063,15221.446857073,1.671,NA
"Lebanon","Middle East & North Africa",2011,4591698,78.6898536585366,40078938640.1327,15683.5833239439,1.641,NA
"Lebanon","Middle East & North Africa",2010,4337156,78.4653658536586,38009950248.7562,15948.4549196281,1.613,NA
"Lebanon","Middle East & North Africa",2009,4181742,78.2194878048781,35139635157.5456,15131.6498768193,1.598,NA
"St. Lucia","Latin America & Caribbean",2012,180890,74.7776341463415,1311133148.14815,10524.3510374579,1.936,NA
"St. Lucia","Latin America & Caribbean",2011,179278,74.6357073170732,1290025296.2963,10538.2252759214,1.96,NA
"St. Lucia","Latin America & Caribbean",2010,177397,74.4710975609756,1249497000,10361.8105258508,1.982,NA
"St. Lucia","Latin America & Caribbean",2009,175196,74.2660487804878,1186800333.33333,10546.4473250877,2,NA
"Liechtenstein","Europe & Central Asia",2012,36791,82.3829268292683,5487773452.44017,NA,1.51,NA
"Liechtenstein","Europe & Central Asia",2011,36537,81.7926829268293,5739705822.48169,NA,1.69,NA
"Liechtenstein","Europe & Central Asia",2010,36276,81.8414634146342,5082338964.87305,NA,1.4,NA
"Liechtenstein","Europe & Central Asia",2009,36004,81.5,4504376589.9239,NA,1.71,NA
"Sri Lanka","South Asia",2012,20424000,74.531243902439,68434399083.41,10164.3563482885,2.138,13.99
"Sri Lanka","South Asia",2011,20270000,74.4245609756098,65292741296.5382,9213.77547310638,2.17,NA
"Sri Lanka","South Asia",2010,20118000,74.339243902439,56725745039.336,8390.40743204124,2.203,NA
"Sri Lanka","South Asia",2009,19967000,74.2802926829268,42066217871.5349,7732.05591759523,2.233,16.78
"Liberia","Sub-Saharan Africa",2010,3957990,59.4412926829268,1292697100,683.792125841842,5.024,NA
"Liberia","Sub-Saharan Africa",2012,4190155,60.2043658536585,1735500000,784.512357317685,4.868,NA
"Liberia","Sub-Saharan Africa",2011,4079574,59.8643414634146,1545400000,732.633006942041,4.945,NA
"Liberia","Sub-Saharan Africa",2009,3821498,58.8656585365854,1155147400,659.443924172627,5.105,NA
"Lesotho","Sub-Saharan Africa",2012,2057331,48.836,2384043848.96468,2427.43283566964,3.253,NA
"Lesotho","Sub-Saharan Africa",2011,2032950,48.219756097561,2523309140.48836,2297.3895481964,3.278,NA
"Lesotho","Sub-Saharan Africa",2010,2010586,47.4834146341463,2187482926.29624,2187.39603000957,3.303,77.28
"Lesotho","Sub-Saharan Africa",2009,1990413,46.6345853658537,1711412960.10007,2023.24722219891,3.33,NA
"Lithuania","Europe & Central Asia",2009,3162916,72.9146341463415,37440673477.8983,18277.9153390851,1.5,0
"Lithuania","Europe & Central Asia",2012,2987773,73.8634146341464,42852204396.452,24475.0507509952,1.6,0
"Lithuania","Europe & Central Asia",2011,3028115,73.5634146341464,43505562065.1266,22541.7255710377,1.55,0
"Lithuania","Europe & Central Asia",2010,3097282,73.2682926829268,37132564255.4319,20085.0447824268,1.5,0
"Luxembourg","Europe & Central Asia",2012,530946,81.3926829268293,55986712367.7993,90788.2865762064,1.57,NA
"Luxembourg","Europe & Central Asia",2011,518347,80.9878048780488,58697386711.1482,91073.3220829315,1.52,NA
"Luxembourg","Europe & Central Asia",2010,506953,80.6317073170732,52351655629.1391,84589.8398682131,1.63,NA
"Luxembourg","Europe & Central Asia",2009,497783,80.6365853658537,50386496248.958,80306.0811316769,1.59,NA
"Latvia","Europe & Central Asia",2011,2059709,73.5756097560976,28385281828.3791,19451.0322812128,1.33,0
"Latvia","Europe & Central Asia",2012,2034319,73.7780487804878,28023276371.5791,21122.2982149326,1.44,0
"Latvia","Europe & Central Asia",2010,2097555,73.4829268292683,23743309485.9565,17409.9059719927,1.36,0
"Latvia","Europe & Central Asia",2009,2141669,73.0804878048781,26144610786.7668,17032.9426720105,1.46,1.21
"Libya","Middle East & North Africa",2012,6283403,71.6495609756098,81905365776.3335,22975.8756237746,2.543,NA
"Libya","Middle East & North Africa",2011,6288652,71.6832682926829,34699395523.6073,11023.4371395436,2.576,NA
"Libya","Middle East & North Africa",2010,6265697,71.7373902439024,74773444900.5368,28583.4659963526,2.603,NA
"Libya","Middle East & North Africa",2009,6208680,71.7809512195122,63028320702.0343,27135.3565354688,2.624,NA
"Morocco","Middle East & North Africa",2012,32984190,73.3646585365854,98266306615.3632,6979.89907912757,2.545,NA
"Morocco","Middle East & North Africa",2011,32531964,72.9854390243902,101370474295.109,6746.8994563416,2.544,NA
"Morocco","Middle East & North Africa",2010,32107739,72.5769268292683,93216746661.5977,6365.18966151887,2.535,NA
"Morocco","Middle East & North Africa",2009,31714958,72.1482195121951,92897320375.8176,6133.76374336397,2.518,NA
"Monaco","Europe & Central Asia",2012,37404,NA,NA,NA,NA,NA
"Monaco","Europe & Central Asia",2011,37189,NA,6074884388.58937,NA,NA,NA
"Monaco","Europe & Central Asia",2010,36845,NA,5350674803.33858,NA,NA,NA
"Monaco","Europe & Central Asia",2009,36351,NA,5557245122.31576,NA,NA,NA
"Moldova","Europe & Central Asia",2012,3559519,70.7724878048781,7284686576.2835,4226.95918930562,1.269,2.88
"Moldova","Europe & Central Asia",2011,3559986,70.2710975609756,7015206498.21955,4179.21480881512,1.273,3.54
"Moldova","Europe & Central Asia",2010,3562045,69.7092682926829,5811604051.96737,3845.63558808189,1.274,5.19
"Moldova","Europe & Central Asia",2009,3565604,69.1432926829268,5439422031.39627,3544.02574404107,1.268,7.43
"Montenegro","Europe & Central Asia",2012,620601,75.7050731707317,4087725812.66864,13812.695943286,1.725,2.14
"Montenegro","Europe & Central Asia",2011,620079,75.3913170731707,4538199888.79622,14215.5591809531,1.745,1.04
"Montenegro","Europe & Central Asia",2010,619428,75.0452926829268,4139192052.98013,13439.5976817255,1.767,0.33
"Montenegro","Europe & Central Asia",2009,618294,74.6878292682927,4141382328.42456,13127.6868360506,1.787,0.59
"St. Martin (French part)","Latin America & Caribbean",2012,30959,79.0219512195122,NA,NA,1.82,NA
"St. Martin (French part)","Latin America & Caribbean",2011,30615,78.8707317073171,NA,NA,1.82,NA
"St. Martin (French part)","Latin America & Caribbean",2010,30235,78.7219512195122,NA,NA,1.82,NA
"St. Martin (French part)","Latin America & Caribbean",2009,29820,78.5707317073171,NA,NA,1.82,NA
"Madagascar","Sub-Saharan Africa",2011,21678867,63.8074146341464,9892702357.56691,1371.64857524238,4.59,NA
"Madagascar","Sub-Saharan Africa",2012,22293720,64.2466585365854,9919780071.28764,1399.5143248094,4.528,NA
"Madagascar","Sub-Saharan Africa",2010,21079532,63.3617317073171,8729936135.74488,1362.29877181923,4.654,92.91
"Madagascar","Sub-Saharan Africa",2009,20495706,62.9181707317073,8550363974.79243,1380.56592191093,4.722,NA
"Marshall Islands","East Asia & Pacific",2009,52321,NA,152130186.034773,3267.71694874659,NA,NA
"Marshall Islands","East Asia & Pacific",2012,52663,NA,184439555.469872,3661.79942944435,NA,NA
"Marshall Islands","East Asia & Pacific",2011,52541,NA,172861423.41758,3505.26969445433,4.05,NA
"Marshall Islands","East Asia & Pacific",2010,52428,NA,163803078.278876,3436.51619917623,NA,NA
"Macedonia, FYR","Europe & Central Asia",2009,2058920,74.5789512195122,9401731495.71661,11305.3357366054,1.465,NA
"Macedonia, FYR","Europe & Central Asia",2012,2069270,75.0312682926829,9745251126.0109,11891.6439757102,1.497,NA
"Macedonia, FYR","Europe & Central Asia",2011,2065888,74.874512195122,10494632699.3859,11641.2302221215,1.482,NA
"Macedonia, FYR","Europe & Central Asia",2010,2062443,74.7226341463415,9407168702.4313,11678.4079644032,1.471,NA
"Mali","Sub-Saharan Africa",2012,16112333,57.095,12442747897.2223,2048.0739172409,6.396,NA
"Mali","Sub-Saharan Africa",2011,15639115,56.6546829268293,12978107560.5982,1862.94040098044,6.474,NA
"Mali","Sub-Saharan Africa",2010,15167286,56.1798048780488,10678749467.4697,1746.67124470186,6.547,NA
"Mali","Sub-Saharan Africa",2009,14694565,55.6334390243902,10181021770.4326,1606.49627624699,6.612,77.71
"Myanmar","East Asia & Pacific",2012,52543841,65.4277804878049,74690222130.8964,NA,2.28,NA
"Myanmar","East Asia & Pacific",2011,52125411,65.1809024390244,NA,NA,2.33,NA
"Myanmar","East Asia & Pacific",2010,51733013,64.9174878048781,NA,NA,2.386,NA
"Myanmar","East Asia & Pacific",2009,51369725,64.6435609756098,NA,NA,2.449,NA
"Mongolia","East Asia & Pacific",2010,2712657,67.6038292682927,7189482029.68248,7552.64608298728,2.555,8.74
"Mongolia","East Asia & Pacific",2012,2808339,68.613512195122,12292770631.1967,9990.03804907011,2.641,3.95
"Mongolia","East Asia & Pacific",2011,2759074,68.1225365853659,10409797336.1861,8889.34553777966,2.607,6.21
"Mongolia","East Asia & Pacific",2009,2669572,67.0768048780488,4583850367.88972,7128.21600394295,2.487,NA
"Macao SAR, China","East Asia & Pacific",2012,557763,80.1231707317073,43028648668.9445,127938.918712409,1.16,NA
"Macao SAR, China","East Asia & Pacific",2011,546682,79.906243902439,36709847596.7175,117340.970750623,1.112,NA
"Macao SAR, China","East Asia & Pacific",2010,534626,79.6903902439024,28123640998.7253,96619.8443992282,1.061,NA
"Macao SAR, China","East Asia & Pacific",2009,521405,79.4761707317073,21475520709.3922,78134.5828791808,1.009,NA
"Northern Mariana Islands","East Asia & Pacific",2012,53314,NA,NA,NA,NA,NA
"Northern Mariana Islands","East Asia & Pacific",2011,53234,NA,NA,NA,NA,NA
"Northern Mariana Islands","East Asia & Pacific",2010,53860,NA,NA,NA,NA,NA
"Northern Mariana Islands","East Asia & Pacific",2009,55276,NA,NA,NA,NA,NA
"Mauritania","Sub-Saharan Africa",2012,3777067,62.5601707317073,5231255478.38986,3575.98635387756,4.721,NA
"Mauritania","Sub-Saharan Africa",2011,3683221,62.2924878048781,5166340390.52554,3403.53452636443,4.778,NA
