"Pais","Regiao","Ano","Populacao","ExpectativaVida","PIB","PIB_Capita","Fertilidade","Pobreza"
"Mauritania","Sub-Saharan Africa",2010,3591400,62.0061707317073,4337791530.87884,3266.29462575561,4.835,NA
"Mauritania","Sub-Saharan Africa",2009,3501927,61.7107317073171,3662281667.94663,3158.54925724804,4.891,NA
"Malta","Middle East & North Africa",2012,419455,80.7463414634146,8882509103.82705,28355.7055086515,1.43,NA
"Malta","Middle East & North Africa",2011,416268,80.7463414634146,9302635890.16047,28177.573674541,1.45,NA
"Malta","Middle East & North Africa",2010,414508,81.3975609756098,8163355021.12327,26689.940987633,1.36,NA
"Malta","Middle East & North Africa",2009,412477,80.2414634146342,8099400960.97627,25828.6623908173,1.42,NA
"Mauritius","Sub-Saharan Africa",2012,1255882,73.8634146341464,11445657237.9368,16961.1109505936,1.54,2.96
"Mauritius","Sub-Saharan Africa",2011,1252404,73.2668292682927,11252386260.712,16179.2915316024,1.55,NA
"Mauritius","Sub-Saharan Africa",2010,1250400,72.9673170731707,9718233910.68203,15282.9245585329,1.57,NA
"Mauritius","Sub-Saharan Africa",2009,1247429,72.8824390243903,8834661042.93519,14538.3762449038,1.59,NA
"Maldives","South Asia",2010,367000,76.2004878048781,2323401757.8125,10301.7057528176,2.209,NA
"Maldives","South Asia",2012,385000,76.4623414634146,2514041557.02396,11373.4629575726,2.175,NA
"Maldives","South Asia",2011,377000,76.3375121951219,2449576516.91549,11126.9455942042,2.194,NA
"Maldives","South Asia",2009,360000,76.0186585365854,2166330187.5,9791.4650020522,2.222,17.9
"Malawi","Sub-Saharan Africa",2012,15700436,60.0502926829268,6028487928.83351,1085.67899974201,5.318,NA
"Malawi","Sub-Saharan Africa",2011,15226813,58.5001219512195,8004000737.30717,1078.8556473052,5.423,NA
"Malawi","Sub-Saharan Africa",2010,14769824,56.836243902439,6959655570.89098,1039.28951898371,5.531,87.64
"Malawi","Sub-Saharan Africa",2009,14329056,55.0823658536585,6191127665.1963,990.261362410462,5.636,NA
"Mexico","Latin America & Caribbean",2009,116815612,75.8774146341463,894948748436.748,13934.1586501896,2.385,NA
"Mexico","Latin America & Caribbean",2012,122070963,76.3540975609756,1186598324461.82,16289.5652780893,2.3,10.32
"Mexico","Latin America & Caribbean",2011,120365271,76.1856585365854,1171187519660.64,15754.1971730871,2.328,NA
"Mexico","Latin America & Caribbean",2010,118617542,76.0267804878049,1051128603513.77,14603.1678602294,2.356,11.9
"Malaysia","East Asia & Pacific",2012,29021940,74.4233170731707,314442825692.826,23124.660480641,1.968,NA
"Malaysia","East Asia & Pacific",2011,28572970,74.286756097561,297951960784.314,21866.340751899,1.982,NA
"Malaysia","East Asia & Pacific",2010,28119500,74.1577804878049,255016919685.822,20675.018736369,1.998,NA
"Malaysia","East Asia & Pacific",2009,27661017,74.0384146341463,202257586267.556,19328.7582325944,2.021,2.71
"Mozambique","Sub-Saharan Africa",2009,23647815,52.6912682926829,10911698208.1015,852.859303376853,5.603,NA
"Mozambique","Sub-Saharan Africa",2012,25732928,54.2121219512195,14534278446.3087,1010.22125187758,5.472,NA
"Mozambique","Sub-Saharan Africa",2011,25016921,53.7382926829268,13131168011.807,951.825363881443,5.521,NA
"Mozambique","Sub-Saharan Africa",2010,24321457,53.2269024390244,10154238250.1818,895.499663909703,5.564,NA
"Namibia","Sub-Saharan Africa",2012,2291645,63.8811463414634,13016152023.5944,9021.89576263068,3.586,NA
"Namibia","Sub-Saharan Africa",2011,2240161,63.2771707317073,12409629835.6998,8625.71792158825,3.6,NA
"Namibia","Sub-Saharan Africa",2010,2193643,62.4802926829268,11282192605.0374,8212.32931480258,3.605,NA
"Namibia","Sub-Saharan Africa",2009,2152357,61.4409024390244,8876191120.76189,7797.9282021702,3.606,45.72
"New Caledonia","East Asia & Pacific",2012,259000,77.1219512195122,NA,NA,2.28,NA
"New Caledonia","East Asia & Pacific",2011,254000,76.7268292682927,NA,NA,2.15,NA
"New Caledonia","East Asia & Pacific",2010,250000,77.4731707317073,NA,NA,2.17,NA
"New Caledonia","East Asia & Pacific",2009,245000,76.9658536585366,NA,NA,2.2,NA
"Niger","Sub-Saharan Africa",2012,17635782,60.0725365853659,6942209594.55433,883.251377257212,7.642,NA
"Niger","Sub-Saharan Africa",2011,16946485,59.2045609756098,6409169889.50891,807.193020889675,7.656,81.75
"Niger","Sub-Saharan Africa",2010,16291990,58.259,5718589799.24366,804.051028542619,7.667,NA
"Niger","Sub-Saharan Africa",2009,15672194,57.2850243902439,5397121856.35204,761.990923398958,7.675,NA
"Nigeria","Sub-Saharan Africa",2012,168240403,52.105,460953836444.364,5407.32395617592,5.758,NA
"Nigeria","Sub-Saharan Africa",2011,163770669,51.7378048780488,411743801711.642,5230.59885375807,5.802,NA
"Nigeria","Sub-Saharan Africa",2010,159424742,51.329512195122,369062464570.387,5019.18606066893,5.84,NA
"Nigeria","Sub-Saharan Africa",2009,155207145,50.8685609756098,169481317540.364,4723.09145598072,5.873,76.46
"Nicaragua","Latin America & Caribbean",2012,5877034,74.2124634146341,10438842115.6263,4488.17450978094,2.34,NA
"Nicaragua","Latin America & Caribbean",2011,5807787,73.9012926829269,9755619760.14614,4223.4272387993,2.383,NA
"Nicaragua","Latin America & Caribbean",2010,5737722,73.5817317073171,8741313140.24883,3942.82261952286,2.428,NA
"Nicaragua","Latin America & Caribbean",2009,5666595,73.2547804878049,8380731879.74635,3822.1644291501,2.475,25.16
"Netherlands","Europe & Central Asia",2012,16754962,81.1048780487805,828946812396.788,46448.884799242,1.72,NA
"Netherlands","Europe & Central Asia",2011,16693074,81.2048780487805,893701695857.659,46388.293591692,1.76,NA
"Netherlands","Europe & Central Asia",2010,16615394,80.7024390243902,836439735099.338,44773.8728670549,1.79,NA
"Netherlands","Europe & Central Asia",2009,16530388,80.5487804878049,857932759099.75,44386.51361823,1.79,NA
"Norway","Europe & Central Asia",2012,5018573,81.4512195121951,509704856037.817,65399.836084667,1.85,NA
"Norway","Europe & Central Asia",2011,4953088,81.2951219512195,498157406416.158,62736.6804662551,1.88,NA
"Norway","Europe & Central Asia",2010,4889252,80.9975609756098,428524701366.599,58812.9430633722,1.95,NA
"Norway","Europe & Central Asia",2009,4828726,80.7951219512195,386383919342.271,56167.3960382926,1.98,NA
"Nepal","South Asia",2012,27500515,68.8233170731707,18851513891.066,2153.73649262683,2.381,NA
"Nepal","South Asia",2011,27179237,68.4066341463415,18913574370.76,2042.14068690866,2.486,NA
"Nepal","South Asia",2010,26875910,67.9714878048781,16002656434.4746,1956.4658657987,2.606,48.38
"Nepal","South Asia",2009,26592666,67.5183902439025,12854985464.0764,1863.68346287613,2.737,NA
"New Zealand","East Asia & Pacific",2012,4408100,81.1560975609756,176617424296.729,33065.5112359197,2.1,NA
"New Zealand","East Asia & Pacific",2011,4384000,80.9048780487805,168462632327.382,32734.3831571154,2.09,NA
"New Zealand","East Asia & Pacific",2010,4350700,80.7024390243902,146584522265.456,31270.0582136574,2.17,NA
"New Zealand","East Asia & Pacific",2009,4302600,80.7024390243902,121337372727.841,30714.0491106459,2.13,NA
"Oman","Middle East & North Africa",2012,3545192,76.5895609756098,76341482444.7334,41944.9991757071,2.857,NA
"Oman","Middle East & North Africa",2011,3210003,76.3276341463415,67937581274.3823,42479.201320064,2.879,NA
"Oman","Middle East & North Africa",2010,2943747,76.0528048780488,58641352405.7217,45884.9585799153,2.888,NA
"Oman","Middle East & North Africa",2009,2762073,75.7620975609756,48388296488.9467,46098.8879725011,2.888,NA
"Panama","Latin America & Caribbean",2012,3743761,77.2370487804878,39954761200,18663.1681828035,2.484,9.91
"Panama","Latin America & Caribbean",2011,3681979,77.0516829268293,34373820500,17058.5964457122,2.5,9.49
"Panama","Latin America & Caribbean",2010,3620506,76.8636341463415,28917200000,15202.2174353368,2.513,10.7
"Panama","Latin America & Caribbean",2009,3559401,76.6769512195122,26593500000,14443.6031706826,2.524,9.46
"Peru","Latin America & Caribbean",2012,30158768,74.0576585365854,192703386156.047,11051.2537713681,2.504,10.79
"Peru","Latin America & Caribbean",2011,29759891,73.8449756097561,170574733563.461,10379.2098377875,2.525,11.69
"Peru","Latin America & Caribbean",2010,29373644,73.6398048780488,148521818488.749,9678.49522488562,2.545,13.01
"Peru","Latin America & Caribbean",2009,29001563,73.4361463414634,121192332201.439,8929.75601638432,2.566,15.35
"French Polynesia","East Asia & Pacific",2011,270862,75.9170243902439,NA,NA,2.092,NA
"French Polynesia","East Asia & Pacific",2012,273775,76.1270243902439,NA,NA,2.075,NA
"French Polynesia","East Asia & Pacific",2010,268065,75.6953902439025,NA,NA,2.11,NA
"French Polynesia","East Asia & Pacific",2009,265412,75.4534634146341,NA,NA,2.131,NA
"Papua New Guinea","East Asia & Pacific",2012,7154870,62.2999024390244,15391629871.3765,2525.96210935665,3.869,NA
"Papua New Guinea","East Asia & Pacific",2011,7001172,62.1526341463415,12873049346.2674,2345.06587687314,3.927,NA
"Papua New Guinea","East Asia & Pacific",2010,6847517,61.9948292682927,9716103408.96554,2122.70744992972,3.985,NA
"Papua New Guinea","East Asia & Pacific",2009,6693799,61.8080487804878,8105331929.8755,1992.35300218464,4.044,64.68
"Philippines","East Asia & Pacific",2012,96017322,68.0070731707317,250092093547.532,6153.07044864692,3.048,37.61
"Philippines","East Asia & Pacific",2011,94501233,67.8906585365854,224143083706.777,5754.11244156476,3.088,NA
"Philippines","East Asia & Pacific",2010,93038902,67.7833170731708,199590774784.581,5524.1544103206,3.133,NA
"Philippines","East Asia & Pacific",2009,91641881,67.6810487804878,168334599538.168,5147.80151297175,3.187,36.45
"Pakistan","South Asia",2012,177392252,65.7168780487805,224646134571.4,4460.9230726128,3.744,NA
"Pakistan","South Asia",2011,173669648,65.447,213755282058.719,4322.53438254774,3.802,NA
"Pakistan","South Asia",2010,170043918,65.1625609756098,177406854514.885,4209.69803030354,3.855,44.97
"Pakistan","South Asia",2009,166520983,64.8760975609756,168152775283.032,4179.73402420651,3.901,NA
"Poland","Europe & Central Asia",2012,38063164,76.7463414634146,500227851988.331,23598.5592763806,1.33,0.26
"Poland","Europe & Central Asia",2011,38063255,76.6951219512195,528742068313.757,22520.0128003371,1.33,0.35
"Poland","Europe & Central Asia",2010,38042794,76.2463414634146,479242529764.866,20883.0604443515,1.41,0.32
"Poland","Europe & Central Asia",2009,38151603,75.6951219512195,436476394987.34,19139.5032948775,1.4,0.28
"Puerto Rico","Latin America & Caribbean",2012,3634487,78.9254146341464,101080738000,34272.2044184399,1.5425,NA
"Puerto Rico","Latin America & Caribbean",2011,3678736,78.6731707317073,100351670000,34195.6036654497,1.5965,NA
"Puerto Rico","Latin America & Caribbean",2010,3721526,78.4116341463415,98381268000,33756.8068621299,1.6235,NA
"Puerto Rico","Latin America & Caribbean",2009,3740410,78.1532682926829,96385638000,34071.2448910761,1.6528,NA
"West Bank and Gaza","Middle East & North Africa",2012,4046901,72.5588536585366,11279400000,4931.00218360493,4.305,NA
"West Bank and Gaza","Middle East & North Africa",2011,3927051,72.3853902439024,10459845737.4302,4356.34182492654,4.369,NA
"West Bank and Gaza","Middle East & North Africa",2010,3811102,72.2149268292683,8913100000,4078.49589062698,4.433,NA
"West Bank and Gaza","Middle East & North Africa",2009,3702218,72.0510975609756,7268200000,4053.0489334773,4.496,2.62
"Portugal","Europe & Central Asia",2012,10514844,80.3731707317073,216368178659.447,27125.1544347714,1.28,NA
"Portugal","Europe & Central Asia",2011,10557560,80.4707317073171,244879869335.557,26932.4081275165,1.35,NA
"Portugal","Europe & Central Asia",2010,10573100,79.0268292682927,238317631788.079,26943.0209173058,1.39,NA
"Portugal","Europe & Central Asia",2009,10568247,78.7268292682927,243745748819.116,26208.8517700498,1.34,NA
"Palau","East Asia & Pacific",2012,20756,NA,214200000,13510.0345754012,NA,NA
"Palau","East Asia & Pacific",2011,20606,NA,199900000,12947.9075753943,NA,NA
"Palau","East Asia & Pacific",2010,20470,NA,183800000,12157.3000958188,NA,NA
"Palau","East Asia & Pacific",2009,20344,NA,186400000,11700.5393168877,NA,NA
"Paraguay","Latin America & Caribbean",2012,6379162,72.654,24611039786.132,7447.17472643709,2.625,9.66
"Paraguay","Latin America & Caribbean",2011,6293763,72.4871951219512,25071195492.0127,7504.67749192442,2.675,12.14
"Paraguay","Latin America & Caribbean",2010,6209877,72.3012926829268,20030528042.9171,7142.05703875154,2.73,13.45
"Paraguay","Latin America & Caribbean",2009,6127847,72.1023170731707,15929902138.1363,6322.52474345565,2.787,14.46
"Qatar","Middle East & North Africa",2012,2015624,78.2276585365854,190289835164.835,135421.72398627,2.059,NA
"Qatar","Middle East & North Africa",2011,1905437,78.0278048780488,169804735989.011,134117.430936185,2.077,NA
"Qatar","Middle East & North Africa",2010,1765513,77.825512195122,125122306346.154,125088.006002205,2.104,NA
"Qatar","Middle East & North Africa",2009,1591151,77.6298048780488,97798351648.3516,114656.779162422,2.15,NA
"Romania","Europe & Central Asia",2012,20058035,74.4121951219512,171664638717.49,18910.2782731779,1.52,4.08
"Romania","Europe & Central Asia",2011,20147528,74.409756097561,185362855081.021,17624.5778950302,1.47,4.46
"Romania","Europe & Central Asia",2010,20246871,73.4585365853659,167998080493.408,16579.8493567116,1.59,4.77
"Romania","Europe & Central Asia",2009,20367487,73.309756097561,167422949529.4,15815.2785501294,1.66,3.91
"Serbia","Europe & Central Asia",2012,7199077,74.8365853658537,40742313861.1374,13000.0732946816,1.45,NA
"Serbia","Europe & Central Asia",2011,7234099,74.5365853658537,46466728666.6103,12571.8954976749,1.4,NA
"Serbia","Europe & Central Asia",2010,7291436,74.3365853658537,39460357730.5224,11813.4578043183,1.4,1.65
"Serbia","Europe & Central Asia",2009,7320807,73.9853658536586,42616653299.9115,11802.3525338412,1.44,1.19
"Russian Federation","Europe & Central Asia",2012,143201676,70.3658536585366,2170145829223.92,25316.6357856942,1.7,0.48
"Russian Federation","Europe & Central Asia",2011,142960868,69.6585365853659,2031771419408.96,24074.364580654,1.58,0.56
"Russian Federation","Europe & Central Asia",2010,142849449,68.8560975609756,1524917468442.01,20497.9523083327,1.57,0.85
"Russian Federation","Europe & Central Asia",2009,142785342,68.6048780487805,1222644282201.86,19386.5936760476,1.54,0.43
"Rwanda","Sub-Saharan Africa",2012,10817350,62.7993658536585,7219657132.21544,1510.67810950135,4.143,NA
"Rwanda","Sub-Saharan Africa",2011,10556429,62.1553658536585,6406727230.17325,1397.2246912143,4.287,NA
"Rwanda","Sub-Saharan Africa",2010,10293669,61.4017804878049,5698548987.88591,1301.69695192285,4.441,80.66
"Rwanda","Sub-Saharan Africa",2009,10024594,60.4659756097561,5308990459.47843,1230.52424275853,4.598,NA
"Saudi Arabia","Middle East & North Africa",2012,29496047,74.0160243902439,733955733333.333,49729.5174891185,2.873,NA
"Saudi Arabia","Middle East & North Africa",2011,28788438,73.8548536585366,669506666666.667,47474.0433846687,2.93,NA
"Saudi Arabia","Middle East & North Africa",2010,28090647,73.7016097560976,526811466666.667,43351.7676914543,2.987,NA
"Saudi Arabia","Middle East & North Africa",2009,27409491,73.5642682926829,429097866666.667,41897.8915028842,3.044,NA
"Solomon Islands","East Asia & Pacific",2012,549162,67.5065853658537,1025124684.35864,2062.45426309817,4.098,NA
"Solomon Islands","East Asia & Pacific",2011,537648,67.2912195121951,886503123.818327,1976.40690010282,4.168,NA
"Solomon Islands","East Asia & Pacific",2010,526177,67.0656585365854,671585231.579861,1752.11988003583,4.236,NA
"Solomon Islands","East Asia & Pacific",2009,514767,66.8246829268293,597762270.794063,1655.21038779898,4.3,NA
"Seychelles","Sub-Saharan Africa",2012,88303,74.2268292682927,1134267367.19206,24251.5239686008,2.4,NA
"Seychelles","Sub-Saharan Africa",2011,87441,72.7243902439024,1065826669.89742,22556.5825709346,2.4,NA
"Seychelles","Sub-Saharan Africa",2010,89770,73.1975609756098,969936525.298729,19953.1605009972,2.1,NA
"Seychelles","Sub-Saharan Africa",2009,87298,73.0341463414634,847397850.094417,19131.3317358706,2.4,NA
"Sudan","Sub-Saharan Africa",2012,37712420,62.8321951219512,62688889672.5441,3873.59739823209,4.491,NA
"Sudan","Sub-Saharan Africa",2011,36918193,62.4555365853659,67327289319.733,3478.2522390176,4.562,NA
"Sudan","Sub-Saharan Africa",2010,36114885,62.0425853658537,65634109236.7736,3175.27394267377,4.636,NA
"Sudan","Sub-Saharan Africa",2009,35297298,61.6023902439024,53150209167.934,3116.20310047129,4.713,38.94
"Sweden","Europe & Central Asia",2012,9519374,81.7048780487805,543880647757.404,44433.7266901677,1.91,NA
"Sweden","Europe & Central Asia",2011,9449213,81.8024390243903,563113421113.421,43709.2114536214,1.9,NA
"Sweden","Europe & Central Asia",2010,9378126,81.4512195121951,488379327089.837,41755.9801731279,1.98,NA
"Sweden","Europe & Central Asia",2009,9298515,81.3512195121951,429657033107.737,39657.2412932976,1.94,NA
"Singapore","East Asia & Pacific",2012,5312437,81.9951219512195,289268624469.873,77173.2382950922,1.29,NA
"Singapore","East Asia & Pacific",2011,5183688,81.7439024390244,275221020830.021,74910.1825345204,1.2,NA
"Singapore","East Asia & Pacific",2010,5076732,81.5414634146342,236421782178.218,70561.0834028427,1.15,NA
"Singapore","East Asia & Pacific",2009,4987573,81.2414634146342,192408387762.118,61572.022533163,1.22,NA
"Slovenia","Europe & Central Asia",2012,2057159,80.1243902439024,46240004973.2771,28481.751314373,1.58,0.05
"Slovenia","Europe & Central Asia",2011,2052843,79.9707317073171,51287600778.4265,28513.4748320932,1.56,0.01
"Slovenia","Europe & Central Asia",2010,2048583,79.4219512195122,48016423841.0596,27607.7230438068,1.57,0
"Slovenia","Europe & Central Asia",2009,2039669,78.9707317073171,50244790219.5054,27506.3314139505,1.53,0
"Slovak Republic","Europe & Central Asia",2012,5407579,76.109756097561,93049717829.537,26091.2798285454,1.34,0.42
"Slovak Republic","Europe & Central Asia",2011,5398384,75.9585365853659,97919794273.0053,25167.4538145724,1.45,0
"Slovak Republic","Europe & Central Asia",2010,5391428,75.1121951219512,89254437086.0927,24515.6923473186,1.43,0.51
"Slovak Republic","Europe & Central Asia",2009,5386406,74.909756097561,88661433731.5921,23172.3465833393,1.44,0
"Sierra Leone","Sub-Saharan Africa",2012,6043157,49.7490975609756,3853432409.29289,1620.89897028858,4.874,NA
"Sierra Leone","Sub-Saharan Africa",2011,5908908,49.0347317073171,2985556819.41441,1414.86008294925,5.01,79.96
"Sierra Leone","Sub-Saharan Africa",2010,5775902,48.2289512195122,2616610911.08235,1334.50612500281,5.151,NA
"Sierra Leone","Sub-Saharan Africa",2009,5647194,47.3502195121951,2489985963.18142,1279.78965550636,5.293,NA
"San Marino","Europe & Central Asia",2012,31172,NA,NA,NA,1.26,NA
"San Marino","Europe & Central Asia",2011,30938,83.3232150776053,NA,NA,NA,NA
"San Marino","Europe & Central Asia",2010,30690,83.1593791574279,NA,NA,NA,NA
"San Marino","Europe & Central Asia",2009,30431,82.9955432372506,NA,NA,NA,NA
"Senegal","Sub-Saharan Africa",2012,13780108,65.3188780487805,14045681414.3657,2225.29602799889,5.161,NA
"Senegal","Sub-Saharan Africa",2011,13357003,64.6953658536585,14440676929.3238,2159.02288794111,5.173,66.26
"Senegal","Sub-Saharan Africa",2010,12956791,64.0144390243903,12932428287.6047,2142.9482913191,5.174,NA
"Senegal","Sub-Saharan Africa",2009,12581624,63.2867804878049,12812994418.9401,2092.75612862271,5.171,NA
"Somalia","Sub-Saharan Africa",2012,10033630,54.690243902439,NA,NA,6.666,NA
"Somalia","Sub-Saharan Africa",2011,9806670,54.3569512195122,NA,NA,6.768,NA
"Somalia","Sub-Saharan Africa",2010,9581714,54.0236585365854,NA,NA,6.868,NA
"Somalia","Sub-Saharan Africa",2009,9356827,53.6893414634146,NA,NA,6.963,NA
"Suriname","Latin America & Caribbean",2012,528535,70.8063170731707,4.98e+09,15718.1329921023,2.411,NA
"Suriname","Latin America & Caribbean",2011,523439,70.5993902439024,4422276621.78703,15119.7435489163,2.438,NA
"Suriname","Latin America & Caribbean",2010,518141,70.3627317073171,4368398047.64333,14216.5487909005,2.465,NA
"Suriname","Latin America & Caribbean",2009,512522,70.0929024390244,3875409836.06557,13502.6258889253,2.493,NA
"South Sudan","Sub-Saharan Africa",2012,10980623,54.727,10368813559.322,1819.43495942563,5.197,NA
"South Sudan","Sub-Saharan Africa",2011,10510122,54.205,17826697892.2717,3461.75103896361,5.286,NA
"South Sudan","Sub-Saharan Africa",2010,10056475,53.6649024390244,15727363443.0995,3717.21563838005,5.376,NA
"South Sudan","Sub-Saharan Africa",2009,9623176,53.1226585365854,12231362022.6859,3637.87376858921,5.465,NA
"Sao Tome and Principe","Sub-Saharan Africa",2012,178484,66.1339024390244,265592759.78986,2959.88969078679,4.689,NA
"Sao Tome and Principe","Sub-Saharan Africa",2011,174646,66.0037804878049,239986643.473005,2839.89590314397,4.74,NA
"Sao Tome and Principe","Sub-Saharan Africa",2010,170880,65.8546829268293,195176113.354139,2712.78169377358,4.789,69.24
"Sao Tome and Principe","Sub-Saharan Africa",2009,167196,65.6726097560976,192558289.704971,2621.65023309912,4.835,NA
"El Salvador","Latin America & Caribbean",2010,6038306,71.6706097560976,21418300000,7301.80659698796,2.078,18.55
"El Salvador","Latin America & Caribbean",2012,6072233,72.2318536585366,23813600000,7859.86073025114,1.991,13.61
"El Salvador","Latin America & Caribbean",2011,6055208,71.9561707317073,2.3139e+10,7596.50913099919,2.031,15.04
"El Salvador","Latin America & Caribbean",2009,6021368,71.3781463414634,2.0661e+10,7136.59502110202,2.13,17.51
"Sint Maarten (Dutch part)","Latin America & Caribbean",2012,34640,73.0536585365854,NA,NA,NA,NA
"Sint Maarten (Dutch part)","Latin America & Caribbean",2011,33435,NA,NA,36327.2318988918,2.03,NA
"Sint Maarten (Dutch part)","Latin America & Caribbean",2010,35474,NA,NA,NA,NA,NA
"Sint Maarten (Dutch part)","Latin America & Caribbean",2009,39133,75.5878048780488,NA,NA,1.7,NA
"Syrian Arab Republic","Middle East & North Africa",2012,19978756,70.7859024390244,NA,NA,3.027,NA
"Syrian Arab Republic","Middle East & North Africa",2011,20501167,71.4861463414634,NA,NA,3.06,NA
"Syrian Arab Republic","Middle East & North Africa",2010,20720602,72.3074390243903,NA,NA,3.093,NA
"Syrian Arab Republic","Middle East & North Africa",2009,20566871,73.1204146341463,NA,NA,3.131,NA
"Swaziland","Sub-Saharan Africa",2012,1231694,48.8506341463415,4912817417.78319,7870.64474167421,3.407,NA
"Swaziland","Sub-Saharan Africa",2011,1212458,48.6613902439024,4963056465.27386,7620.19660428193,3.483,NA
"Swaziland","Sub-Saharan Africa",2010,1193148,48.345756097561,3527776867.18024,7487.50950280718,3.559,NA
"Swaziland","Sub-Saharan Africa",2009,1173529,47.892756097561,3144671158.99784,7396.50795735599,3.632,63.12
"Turks and Caicos Islands","Latin America & Caribbean",2012,32430,NA,NA,NA,NA,NA
"Turks and Caicos Islands","Latin America & Caribbean",2011,31727,NA,NA,NA,NA,NA
"Turks and Caicos Islands","Latin America & Caribbean",2010,30993,NA,NA,NA,NA,NA
"Turks and Caicos Islands","Latin America & Caribbean",2009,30247,NA,NA,NA,NA,NA
"Chad","Sub-Saharan Africa",2009,11510535,49.3931707317073,9253484289.67434,1694.82157149744,6.701,NA
"Chad","Sub-Saharan Africa",2012,12715465,50.7813902439024,12368070168.9723,1997.4109391126,6.374,NA
"Chad","Sub-Saharan Africa",2010,11896380,49.8620731707317,10657705072.2884,1884.79582691199,6.594,NA
"Chad","Sub-Saharan Africa",2011,12298512,50.3319512195122,12156380062.0471,1862.35116594718,6.485,64.82
"Togo","Sub-Saharan Africa",2012,6745581,58.5538536585366,3866617462.61854,1304.18797223193,4.727,NA
"Togo","Sub-Saharan Africa",2011,6566179,57.9307804878049,3756023159.96,1255.08782504848,4.798,74.54
"Togo","Sub-Saharan Africa",2010,6390851,57.2815609756098,3172945644.5585,1204.60489359183,4.868,NA
"Togo","Sub-Saharan Africa",2009,6219761,56.6306097560976,3163000528.8167,1175.82367943088,4.936,NA
"Thailand","East Asia & Pacific",2012,67164130,74.0719024390244,397290682074.825,14853.3296826122,1.534,1.23
"Thailand","East Asia & Pacific",2011,66902958,73.8923902439024,370608559050.496,13654.2724604328,1.542,1.17
"Thailand","East Asia & Pacific",2010,66692024,73.6943658536586,340923571200.889,13309.4191973258,1.547,2.09
"Thailand","East Asia & Pacific",2009,66548197,73.4617317073171,281574762729.76,12257.1361772881,1.551,2.59
"Tajikistan","Europe & Central Asia",2012,7930929,69.1669756097561,7633036366.03545,2386.32747375318,3.525,NA
"Tajikistan","Europe & Central Asia",2011,7753925,68.8917804878049,6522755783.39303,2229.4457417017,3.523,NA
"Tajikistan","Europe & Central Asia",2010,7581696,68.5633902439025,5642221528.67072,2080.04438846721,3.514,NA
"Tajikistan","Europe & Central Asia",2009,7414960,68.1705365853659,4979471963.7922,1972.91522942964,3.502,23.43
"Timor-Leste","East Asia & Pacific",2012,1148958,67.8001463414634,1.295e+09,2075.98474150486,5.3,NA
"Timor-Leste","East Asia & Pacific",2011,1120392,67.5767317073171,1.138e+09,1965.5220065477,5.5,NA
"Timor-Leste","East Asia & Pacific",2010,1066409,67.3083902439025,9.34e+08,1847.22626883829,5.6,NA
"Timor-Leste","East Asia & Pacific",2009,1048367,66.9466829268293,8.18e+08,1697.34227213273,5.7,NA
"Turkmenistan","Europe & Central Asia",2012,5172941,65.3115853658537,35164210526.3158,12689.3438280564,2.353,NA
"Turkmenistan","Europe & Central Asia",2011,5106672,65.1656097560976,29233333333.3333,11360.502149269,2.381,NA
"Turkmenistan","Europe & Central Asia",2010,5041995,65.021243902439,22583157894.7368,9828.66220431068,2.411,NA
"Turkmenistan","Europe & Central Asia",2009,4978960,64.8835365853659,20214385964.9123,9004.57918881673,2.445,NA
"Tunisia","Middle East & North Africa",2012,10777500,73.9951219512195,45044176963.9542,10672.5676007406,2.2,NA
"Tunisia","Middle East & North Africa",2011,10673800,74.3439024390244,45810626509.4474,10203.8012151866,2.15,NA
"Tunisia","Middle East & North Africa",2010,10547100,74.6024390243903,44050929160.2627,10364.5717510735,2.13,8.4
"Tunisia","Middle East & North Africa",2009,10439600,74.4512195121951,43454935940.1614,9994.09751121711,2.05,NA
"Tonga","East Asia & Pacific",2012,104769,72.488,457244315.207909,5132.80523291008,3.815,NA
"Tonga","East Asia & Pacific",2011,104392,72.3347317073171,441232909.196067,5030.65221255051,3.864,NA
"Tonga","East Asia & Pacific",2010,103947,72.1826097560976,369816107.03043,4852.02136154351,3.913,NA
"Tonga","East Asia & Pacific",2009,103416,72.031756097561,321303416.072745,4625.408633552,3.963,8.19
"Turkey","Europe & Central Asia",2012,74849187,74.6368048780488,788863301224.944,18449.250016041,2.103,3.1
"Turkey","Europe & Central Asia",2011,73517002,74.3673414634146,774754155820.895,17796.4751875134,2.118,3.99
"Turkey","Europe & Central Asia",2010,72310416,74.0909268292683,731168051636.944,16165.8123678963,2.134,4.25
"Turkey","Europe & Central Asia",2009,71261307,73.8032195121951,614553921935.484,14651.1004086524,2.151,4.57
"Trinidad and Tobago","Latin America & Caribbean",2012,1341579,70.1513902439024,24580844842.603,30571.9063533069,1.798,NA
"Trinidad and Tobago","Latin America & Caribbean",2011,1334790,69.9803170731707,24409826346.0908,29765.0119348512,1.804,NA
"Trinidad and Tobago","Latin America & Caribbean",2010,1328095,69.7975609756098,21037612736.256,29307.8711600633,1.806,NA
"Trinidad and Tobago","Latin America & Caribbean",2009,1321624,69.6105853658537,19175196445.7936,29123.0501164343,1.804,NA
"Tuvalu","East Asia & Pacific",2012,9860,NA,39875750.6730172,3552.92655284348,NA,NA
"Tuvalu","East Asia & Pacific",2011,9844,NA,39312016.5033522,3488.24835905837,NA,NA
